sentence_masked,sentence,aspect,polarity,polarity_label
Ive asked a cart attendant for a $T$ and she replied back rice and just walked away .,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,lotus leaf wrapped rice,0,neutral
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back $T$ and just walked away .,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,rice,0,neutral
We walked in on a Wednesday night and were $T$ promptly .,We walked in on a Wednesday night and were seated promptly .,seated,1,positive
"The $T$ is very freindly , they make it feel like you 're eating in a freindly little european town .","The wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .",wait staff,1,positive
"The $T$ are all very busy , it 's not outstanding service , but I 've never been dealt with rudely .","The waitstaff are all very busy , it 's not outstanding service , but I 've never been dealt with rudely .",waitstaff,-1,negative
I have lived in Japan for 7 years and the taste of the $T$ and the feel of the restaurant is like being back in Japan .,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,food,1,positive
I have lived in Japan for 7 years and the taste of the food and the $T$ of the restaurant is like being back in Japan .,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,feel,1,positive
I have lived in Japan for 7 years and the $T$ of the food and the feel of the restaurant is like being back in Japan .,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan .,taste,1,positive
"They have it all -- great $T$ , food , and service .","They have it all -- great price , food , and service .",price,1,positive
"They have it all -- great price , $T$ , and service .","They have it all -- great price , food , and service .",food,1,positive
"They have it all -- great price , food , and $T$ .","They have it all -- great price , food , and service .",service,1,positive
"The $T$ are great , and the menu is extensive .","The flavors are great , and the menu is extensive .",flavors,1,positive
"The flavors are great , and the $T$ is extensive .","The flavors are great , and the menu is extensive .",menu,1,positive
"The $T$ was amazing , the service was so attentive and personable , and how about that ambience !","The food was amazing , the service was so attentive and personable , and how about that ambience !",food,1,positive
"The food was amazing , the $T$ was so attentive and personable , and how about that ambience !","The food was amazing , the service was so attentive and personable , and how about that ambience !",service,1,positive
"The food was amazing , the service was so attentive and personable , and how about that $T$ !","The food was amazing , the service was so attentive and personable , and how about that ambience !",ambience,1,positive
"This place has the best $T$ I have seen anywhere in the northside of W'burg , and will impress whoever you bring there .","This place has the best interior I have seen anywhere in the northside of W'burg , and will impress whoever you bring there .",interior,1,positive
"This $T$ has the best interior I have seen anywhere in the northside of W'burg , and will impress whoever you bring there .","This place has the best interior I have seen anywhere in the northside of W'burg , and will impress whoever you bring there .",place,1,positive
The $T$ has been consistant for years and it never lets you down .,The food has been consistant for years and it never lets you down .,food,1,positive
I found the variety of the $T$ to be satisfying - fresh and yummy .,I found the variety of the sashimi plate to be satisfying - fresh and yummy .,sashimi plate,1,positive
"And forget what you read under me , the $T$ is n't that bad either .","And forget what you read under me , the atmosphere is n't that bad either .",atmosphere,0,neutral
"We could n't carry our conversation as we were routinely interrupted by $T$ and servants asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .","We could n't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .",waitress,-1,negative
"We could n't carry our conversation as we were routinely interrupted by waitress and $T$ asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .","We could n't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we 're taking too much time -- amazing , we just sat down .",servants,-1,negative
sometimes i get good $T$ and ok service .,sometimes i get good food and ok service .,food,1,positive
sometimes i get good food and ok $T$ .,sometimes i get good food and ok service .,service,0,neutral
"It 's a place for people who pay a lot for mediocre $T$ , noise and a chance to be with their fellow bridge and tunnel folks .","It 's a place for people who pay a lot for mediocre food , noise and a chance to be with their fellow bridge and tunnel folks .",food,0,neutral
"It 's a place for people who pay a lot for mediocre food , $T$ and a chance to be with their fellow bridge and tunnel folks .","It 's a place for people who pay a lot for mediocre food , noise and a chance to be with their fellow bridge and tunnel folks .",noise,-1,negative
"After complaining about the $T$ , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .","After complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .",chicken dish,-1,negative
"After complaining about the chicken dish , the $T$ came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .","After complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .",manager,-1,negative
"After complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the $T$ was supposed to taste like .","After complaining about the chicken dish , the manager came over to tell us that , no one had ever complained before , and that we just did n't know what the dish was supposed to taste like .",dish,0,neutral
The $T$ was spicy and delicious .,The food was spicy and delicious .,food,1,positive
Went for a late weekday $T$ .,Went for a late weekday lunch .,lunch,0,neutral
$T$ was unable to tear himself away from friends at bar .,Bartender was unable to tear himself away from friends at bar .,Bartender,-1,negative
Bartender was unable to tear himself away from friends at $T$ .,Bartender was unable to tear himself away from friends at bar .,bar,0,neutral
"Anyways , if you 're in the neighborhood to eat good $T$ , I would n't waste my time trying to find something , rather go across the street to Tamari .","Anyways , if you 're in the neighborhood to eat good food , I would n't waste my time trying to find something , rather go across the street to Tamari .",food,1,positive
Dahkin also offers $T$ and buffet .,Dahkin also offers prix fixe lunch and buffet .,prix fixe lunch,1,positive
Dahkin also offers prix fixe lunch and $T$ .,Dahkin also offers prix fixe lunch and buffet .,buffet,1,positive
This was my frist time at Cafe St. Bart 's and I must say how delicous the $T$ and the service was .,This was my frist time at Cafe St. Bart 's and I must say how delicous the food and the service was .,food,1,positive
This was my frist time at Cafe St. Bart 's and I must say how delicous the food and the $T$ was .,This was my frist time at Cafe St. Bart 's and I must say how delicous the food and the service was .,service,1,positive
Went on a double date with friend and his girlfriend for a few $T$ and appetizers .,Went on a double date with friend and his girlfriend for a few drinks and appetizers .,drinks,0,neutral
Went on a double date with friend and his girlfriend for a few drinks and $T$ .,Went on a double date with friend and his girlfriend for a few drinks and appetizers .,appetizers,0,neutral
Great place to grab a $T$ on the way to work .,Great place to grab a hot bagel on the way to work .,hot bagel,1,positive
"It 's like they took leftover $T$ , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .","It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .",chicken,-1,negative
"It 's like they took leftover chicken , poured $T$ and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .","It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .",oil,0,neutral
"It 's like they took leftover chicken , poured oil and sprinkled $T$ over it -LRB- the sauce was translucent and red -RRB- .","It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .",pepper powder,0,neutral
"It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the $T$ was translucent and red -RRB- .","It 's like they took leftover chicken , poured oil and sprinkled pepper powder over it -LRB- the sauce was translucent and red -RRB- .",sauce,-1,negative
"One would think we 'd get an apology or complimentary drinks - instead , we got a snobby $T$ would n't even take our order for 15 minutes and gave us lip when we asked him to do so .","One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",waiter,-1,negative
"One would think we 'd get an apology or complimentary $T$ - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .","One would think we 'd get an apology or complimentary drinks - instead , we got a snobby waiter would n't even take our order for 15 minutes and gave us lip when we asked him to do so .",drinks,0,neutral
"We actually gave 10 % tip -LRB- which we have never done despite mediocre $T$ and service -RRB- , because we felt totally ripped off .","We actually gave 10 % tip -LRB- which we have never done despite mediocre food and service -RRB- , because we felt totally ripped off .",food,0,neutral
"We actually gave 10 % tip -LRB- which we have never done despite mediocre food and $T$ -RRB- , because we felt totally ripped off .","We actually gave 10 % tip -LRB- which we have never done despite mediocre food and service -RRB- , because we felt totally ripped off .",service,0,neutral
"We actually gave 10 % $T$ -LRB- which we have never done despite mediocre food and service -RRB- , because we felt totally ripped off .","We actually gave 10 % tip -LRB- which we have never done despite mediocre food and service -RRB- , because we felt totally ripped off .",tip,-1,negative
We were looking forward to nice $T$ when we arrived .,We were looking forward to nice glass of Sangria when we arrived .,glass of Sangria,1,positive
I would highly recommand requesting a $T$ .,I would highly recommand requesting a table by the window .,table by the window,1,positive
"While we enjoyed the $T$ , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .","While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .",food,1,positive
"While we enjoyed the food , we were highly disappointed by the poor $T$ -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .","While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .",service,-1,negative
"While we enjoyed the food , we were highly disappointed by the poor service -LRB- $T$ was not quite competent and SLOW service -RRB- and lack of remorse .","While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .",waiter,-1,negative
"While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW $T$ -RRB- and lack of remorse .","While we enjoyed the food , we were highly disappointed by the poor service -LRB- waiter was not quite competent and SLOW service -RRB- and lack of remorse .",service,-1,negative
"The $T$ , however , was a bright flower in a garden .","The service , however , was a bright flower in a garden .",service,1,positive
We 've been to Grocery three times and not once has an item on the $T$ disappointed .,We 've been to Grocery three times and not once has an item on the menu disappointed .,menu,1,positive
"The $T$ is very good too but for the most part , it 's just regular food , nothing special .","The food is very good too but for the most part , it 's just regular food , nothing special .",food,1,positive
"The food is very good too but for the most part , it 's just regular $T$ , nothing special .","The food is very good too but for the most part , it 's just regular food , nothing special .",food,0,neutral
A touch more $T$ heat for contrast and it would have been very good indeed .,A touch more jalapeno heat for contrast and it would have been very good indeed .,jalapeno,1,positive
Tried the $T$ on the recommendation of the last reviewer since it 's one of my favorite dishes .,Tried the pad see ew on the recommendation of the last reviewer since it 's one of my favorite dishes .,pad see ew,0,neutral
Tried the pad see ew on the recommendation of the last reviewer since it 's one of my favorite $T$ .,Tried the pad see ew on the recommendation of the last reviewer since it 's one of my favorite dishes .,dishes,1,positive
"We ate out in the $T$ , which is worth it as it 's cool and the music is hear well there .","We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",back patio,1,positive
"We ate out in the back patio , which is worth it as it 's cool and the $T$ is hear well there .","We ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",music,1,positive
The $T$ is perfect .,The location is perfect .,location,1,positive
"$T$ was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .","Guacamole+shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",Guacamole+shrimp appetizer,1,positive
"Guacamole + shrimp appetizer was really great , we both had the $T$ , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .","Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",filet,1,positive
"Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the $T$ that came with , but the filet was so good , neither of us cared .","Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",frites,-1,negative
"Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the $T$ was so good , neither of us cared .","Guacamole + shrimp appetizer was really great , we both had the filet , very good , did n't much like the frites that came with , but the filet was so good , neither of us cared .",filet,1,positive
The $T$ is an asbolute steal .,The lunch special is an asbolute steal .,lunch special,1,positive
This $T$ is asian-air fusion .,This food is asian-air fusion .,food,0,neutral
Nothing fancy but really good $T$ with pretty reasonable price .,Nothing fancy but really good food with pretty reasonable price .,food,1,positive
Nothing fancy but really good food with pretty reasonable $T$ .,Nothing fancy but really good food with pretty reasonable price .,price,1,positive
"$T$ is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .","The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .",The chicken pot pie,1,positive
"The chicken pot pie is excpetiona , the $T$ huge and delictable , and the service professional wan warm .","The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .",cheeseburger,1,positive
"The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the $T$ professional wan warm .","The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .",service,1,positive
"While I quite liked the $T$ and the ambience , I 'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window .","While I quite liked the food and the ambience , I 'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window .",food,1,positive
"While I quite liked the food and the $T$ , I 'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window .","While I quite liked the food and the ambience , I 'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window .",ambience,1,positive
Once for $T$ and once for brunch .,Once for dinner and once for brunch .,dinner,0,neutral
Once for dinner and once for $T$ .,Once for dinner and once for brunch .,brunch,0,neutral
Not worth the $T$ .,Not worth the prices .,prices,-1,negative
From the moment you enter till the moment you walk out the friendly and helpful $T$ was was just Fantastic .,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic .,staff,1,positive
$T$ was good and food is wonderful .,Service was good and food is wonderful .,Service,1,positive
Service was good and $T$ is wonderful .,Service was good and food is wonderful .,food,1,positive
She gets 10 for her excellent $T$ and advice .,She gets 10 for her excellent service and advice .,service,1,positive
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great $T$,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,1,positive
"being a fan of $T$ , indian included , i made friends with this place long ago .","being a fan of spicy ethnic foods , indian included , i made friends with this place long ago .",spicy ethnic foods,1,positive
And I say snacking because it really is not set up to be a proper $T$ .,And I say snacking because it really is not set up to be a proper dinner .,dinner,-1,negative
And I say $T$ because it really is not set up to be a proper dinner .,And I say snacking because it really is not set up to be a proper dinner .,snacking,0,neutral
The $T$ at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,quality of food,1,positive
The quality of food at this restaurant accompanied by fantastic $T$ makes this place a perfect 10 !,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,live jazz,1,positive
"I have eaten at Saul , many times , the $T$ is always consistently , outrageously good .","I have eaten at Saul , many times , the food is always consistently , outrageously good .",food,1,positive
-LRB- Always ask the bartender for the $T$ !!!,-LRB- Always ask the bartender for the SEASONAL beer !!!,SEASONAL beer,1,positive
-LRB- Always ask the $T$ for the SEASONAL beer !!!,-LRB- Always ask the bartender for the SEASONAL beer !!!,bartender,0,neutral
"If your visiting , you 'll enjoy the $T$ and the fact that it 's in Time Sq. . .","If your visiting , you 'll enjoy the ambiance and the fact that it 's in Time Sq. . .",ambiance,1,positive
"We were on our way back to NJ , and since I am in NY , we figured why not grab some $T$ ?","We were on our way back to NJ , and since I am in NY , we figured why not grab some food ?",food,0,neutral
$T$ and food is what any one would expect when spending that type of money .,Service and food is what any one would expect when spending that type of money .,Service,0,neutral
Service and $T$ is what any one would expect when spending that type of money .,Service and food is what any one would expect when spending that type of money .,food,0,neutral
LOVE the $T$ - felt like I was in Paris .,LOVE the atmosphere - felt like I was in Paris .,atmosphere,1,positive
Every $T$ was better than the next .,Every course was better than the next .,course,1,positive
The $T$ is incredibly helpful and attentive .,The staff is incredibly helpful and attentive .,staff,1,positive
"If presentation and $T$ is your thing , then this magic show works .","If presentation and service is your thing , then this magic show works .",service,1,positive
"Apparently , the good $T$ works then .","Apparently , the good cook works then .",cook,1,positive
The $T$ was particularly good as well .,The Yellowtail was particularly good as well .,Yellowtail,1,positive
I ate $T$ and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,clams oreganta,1,positive
I ate clams oreganta and spectacular $T$ .,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil .,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,1,positive
"The $T$ changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .","The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",menu,-1,negative
"The menu changed , $T$ were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .","The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",portions,-1,negative
"The menu changed , portions were even smaller than before , a $T$ was salty beyond edibility , a basmati rice dish lacked flavor .","The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",lentil dish,-1,negative
"The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a $T$ lacked flavor .","The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",basmati rice dish,-1,negative
"The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked $T$ .","The menu changed , portions were even smaller than before , a lentil dish was salty beyond edibility , a basmati rice dish lacked flavor .",flavor,-1,negative
"Spice is sleek , modern and cool with a $T$ that will not hurt your wallet .","Spice is sleek , modern and cool with a menu that will not hurt your wallet .",menu,1,positive
Patroon features a nice $T$ and has great staff .,Patroon features a nice cigar bar and has great staff .,cigar bar,1,positive
Patroon features a nice cigar bar and has great $T$ .,Patroon features a nice cigar bar and has great staff .,staff,1,positive
Very affordable and excellent $T$ !,Very affordable and excellent ambient !,ambient,1,positive
"More important , the $T$ rivals the best in Tokyo .","More important , the sushi rivals the best in Tokyo .",sushi,1,positive
I have never had $T$ like this .,I have never had cheescake like this .,cheescake,1,positive
"My co-workers had to wait almost an hour for $T$ , only to discover that what they got was not what they ordered .","My co-workers had to wait almost an hour for delivery , only to discover that what they got was not what they ordered .",delivery,-1,negative
Its a go-to for dates as well as $T$ out of town guests .,Its a go-to for dates as well as entertaining out of town guests .,entertaining,1,positive
Why do people rave about the $T$ .,Why do people rave about the ambience .,ambience,-1,negative
Were meeting up with some friends for a $T$ at Lafayette 161 and happened to walk by Thai Angel famished .,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished .,drink,0,neutral
"$T$ drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .","Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",Fluke sashimi,1,positive
"Fluke sashimi drizzled with $T$ , the fruit of the oil nicely highlighting the fish 's sweetness .","Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",jalapeno-lime olive oil,1,positive
"Fluke sashimi drizzled with jalapeno-lime olive oil , the $T$ nicely highlighting the fish 's sweetness .","Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",fruit of the oil,1,positive
"Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the $T$ 's sweetness .","Fluke sashimi drizzled with jalapeno-lime olive oil , the fruit of the oil nicely highlighting the fish 's sweetness .",fish,1,positive
Great $T$ experience .,Great sushi experience .,sushi,1,positive
"If you 're looking for a great $T$ at a decent price , go to Del Frisco 's !","If you 're looking for a great meal at a decent price , go to Del Frisco 's !",meal,1,positive
"If you 're looking for a great meal at a decent $T$ , go to Del Frisco 's !","If you 're looking for a great meal at a decent price , go to Del Frisco 's !",price,1,positive
They charge $ 6.00 for $T$ .,They charge $ 6.00 for rice .,rice,-1,negative
My $T$ was one of the worst I 've had .,My steak au poivre was one of the worst I 've had .,steak au poivre,-1,negative
The owner and $T$ are all Japanese as well and that adds to the entire ambiance .,The owner and staff are all Japanese as well and that adds to the entire ambiance .,staff,1,positive
The owner and staff are all Japanese as well and that adds to the entire $T$ .,The owner and staff are all Japanese as well and that adds to the entire ambiance .,ambiance,1,positive
The $T$ and staff are all Japanese as well and that adds to the entire ambiance .,The owner and staff are all Japanese as well and that adds to the entire ambiance .,owner,1,positive
"Try the $T$ and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .","Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .",congee,1,positive
"Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting $T$ .","Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .",bread,1,positive
"Try the congee and the $T$ , a delicious and sweet tasting bread .","Try the congee and the donut like deep fried dough they call Ow Ley Soh , a delicious and sweet tasting bread .",donut like deep fried dough they call Ow Ley Soh,1,positive
"Although the tables may be closely situated , the $T$ , food-quality and service overcompensate .","Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",candle-light,1,positive
"Although the tables may be closely situated , the candle-light , $T$ and service overcompensate .","Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",food-quality,1,positive
"Although the tables may be closely situated , the candle-light , food-quality and $T$ overcompensate .","Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",service,1,positive
"Although the $T$ may be closely situated , the candle-light , food-quality and service overcompensate .","Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",tables,-1,negative
The $T$ was delicious and the waiter was incredibly helpful and attentive -LRB- considering we were the only ones there for the first hour -RRB- .,The food was delicious and the waiter was incredibly helpful and attentive -LRB- considering we were the only ones there for the first hour -RRB- .,food,1,positive
The food was delicious and the $T$ was incredibly helpful and attentive -LRB- considering we were the only ones there for the first hour -RRB- .,The food was delicious and the waiter was incredibly helpful and attentive -LRB- considering we were the only ones there for the first hour -RRB- .,waiter,1,positive
"From the spectacular $T$ to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .","From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .",caviar,1,positive
"From the spectacular caviar to the hospitable $T$ , I felt like royalty and enjoyed every second of it .","From the spectacular caviar to the hospitable waitstaff , I felt like royalty and enjoyed every second of it .",waitstaff,1,positive
"Perhaps this food is considered extreme to an Upper East Side resident , but for the rest of us who 've actually eaten $T$ , this is simply dull .","Perhaps this food is considered extreme to an Upper East Side resident , but for the rest of us who 've actually eaten ethnic food , this is simply dull .",ethnic food,-1,negative
The $T$ was real empty but that was because this was the first Sunday they ever opened .,The place was real empty but that was because this was the first Sunday they ever opened .,place,-1,negative
This little place definitely exceeded my expectations and you sure get a lot of $T$ for your money .,This little place definitely exceeded my expectations and you sure get a lot of food for your money .,food,1,positive
This little place definitely exceeded my expectations and you sure get a lot of food for your $T$ .,This little place definitely exceeded my expectations and you sure get a lot of food for your money .,money,1,positive
"$T$ is delightful , service impeccable .","Ambience is delightful , service impeccable .",Ambience,1,positive
"Ambience is delightful , $T$ impeccable .","Ambience is delightful , service impeccable .",service,1,positive
"$T$ was excellent , and the AC worked very well too -LRB- thank God , it was hot ! -RRB- .","Service was excellent , and the AC worked very well too -LRB- thank God , it was hot ! -RRB- .",Service,1,positive
"Service was excellent , and the $T$ worked very well too -LRB- thank God , it was hot ! -RRB- .","Service was excellent , and the AC worked very well too -LRB- thank God , it was hot ! -RRB- .",AC,1,positive
You get the sense that the $T$ there care about their restaurant and about your experience and that is very nice .,You get the sense that the people there care about their restaurant and about your experience and that is very nice .,people,1,positive
"Both are delicious , the $T$ are friendly and are willing to take a moment and speak to you and shake your hand .","Both are delicious , the cooks are friendly and are willing to take a moment and speak to you and shake your hand .",cooks,1,positive
My friend ordered some of their special $T$ which had excellent presentation and tasted great !,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great !,sushi rolls,1,positive
Although be warned their dinner menu to sit and take out $T$ are different .,Although be warned their dinner menu to sit and take out prices are different .,prices,0,neutral
Although be warned their $T$ and take out prices are different .,Although be warned their dinner menu to sit and take out prices are different .,dinner menu to sit,0,neutral
Although be warned their dinner menu to sit and $T$ t prices are different .,Although be warned their dinner menu to sit and take ou t prices are different .,take ou,0,neutral
"The $T$ was accomodating , the food was absolutely delicious and the place is lovely .","The staff was accomodating , the food was absolutely delicious and the place is lovely .",staff,1,positive
"The staff was accomodating , the $T$ was absolutely delicious and the place is lovely .","The staff was accomodating , the food was absolutely delicious and the place is lovely .",food,1,positive
"The staff was accomodating , the food was absolutely delicious and the $T$ is lovely .","The staff was accomodating , the food was absolutely delicious and the place is lovely .",place,1,positive
"my picks are : - $T$ -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .","my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .",Scallion Pancake,1,positive
"my picks are : - Scallion Pancake -LRB- fried with $T$ , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .","my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .",vegetable juice,1,positive
"my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - $T$ - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .","my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .",Guizhou Chicken,1,positive
"my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - $T$ -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .","my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .",Shredded Squid Family Style,1,positive
"my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - $T$ - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .","my picks are : - Scallion Pancake -LRB- fried with vegetable juice , very special and tasty -RRB- - Guizhou Chicken - Shredded Squid Family Style -LRB- one of my personal favorites -RRB- - Sichuan Spicy Soft Shell Crab - Shuizhu Fish -LRB- this one is for hardcore Sichuan food fans , I would n't recommend to my American friends as it 's very spicy .",Sichuan Spicy Soft Shell Crab,1,positive
